# decomp_pin	91b9789fa6539ea847998a6ed330fa748fa200ec
# upstream_path	canonical_path	upstream_status	build_transform	disposition
src/melee/ft/chara/ftCommon/ftCo_YoshiEgg.c	src/melee_core/gameplay/src/melee/ft/chara/ftCommon/ftCo_YoshiEgg.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/chara/ftCommon/ftpickupitem.c	src/melee_core/gameplay/src/melee/ft/chara/ftCommon/ftpickupitem.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/chara/ftFalco/ftFc_Init.c	src/melee_core/gameplay/src/melee/ft/chara/ftFalco/ftFc_Init.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/chara/ftFox/ftFx_AppealS.c	src/melee_core/gameplay/src/melee/ft/chara/ftFox/ftFx_AppealS.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/chara/ftFox/ftFx_Init.c	src/melee_core/gameplay/src/melee/ft/chara/ftFox/ftFx_Init.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/chara/ftFox/ftFx_SpecialHi.c	src/melee_core/gameplay/src/melee/ft/chara/ftFox/ftFx_SpecialHi.c	Matching	0003-ppc-source-exactness.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0003-ppc-source-exactness.patch
src/melee/ft/chara/ftFox/ftFx_SpecialLw.c	src/melee_core/gameplay/src/melee/ft/chara/ftFox/ftFx_SpecialLw.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/chara/ftFox/ftFx_SpecialN.c	src/melee_core/gameplay/src/melee/ft/chara/ftFox/ftFx_SpecialN.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/chara/ftFox/ftFx_SpecialS.c	src/melee_core/gameplay/src/melee/ft/chara/ftFox/ftFx_SpecialS.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/chara/ftMars/ftMs_Init.c	src/melee_core/gameplay/src/melee/ft/chara/ftMars/ftMs_Init.c	Matching	marth-source-packet	compiled canonical Marth lifecycle, state registry, and data-owner callbacks
src/melee/ft/chara/ftMars/ftMs_SpecialHi.c	src/melee_core/gameplay/src/melee/ft/chara/ftMars/ftMs_SpecialHi.c	Matching	marth-source-packet	compiled canonical Marth up-special owner
src/melee/ft/chara/ftMars/ftMs_SpecialLw.c	src/melee_core/gameplay/src/melee/ft/chara/ftMars/ftMs_SpecialLw.c	Matching	marth-source-packet	compiled canonical Marth counter owner
src/melee/ft/chara/ftMars/ftMs_SpecialN.c	src/melee_core/gameplay/src/melee/ft/chara/ftMars/ftMs_SpecialN.c	Matching	marth-source-packet	compiled canonical Marth neutral-special owner
src/melee/ft/chara/ftMars/ftMs_SpecialS.c	src/melee_core/gameplay/src/melee/ft/chara/ftMars/ftMs_SpecialS.c	Matching	marth-source-packet	compiled canonical Marth side-special owner
src/melee/ft/fighter.c	src/melee_core/gameplay/src/melee/ft/fighter.c	Matching	0002-headless-fox-fd-runtime.patch,0045-ground-shield-knockback-fmadds.patch	compiled directly from canonical source by src/melee_core/Makefile; headless adaptations from historical patch 0002 and retail fmadds translation for hosted builds from historical patch 0045
src/melee/ft/ftCo_800C703C.c	src/melee_core/gameplay/src/melee/ft/ftCo_800C703C.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftCo_800C7434.c	src/melee_core/gameplay/src/melee/ft/ftCo_800C7434.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftCo_800C7590.c	src/melee_core/gameplay/src/melee/ft/ftCo_800C7590.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftCo_800C7CA0.c	src/melee_core/gameplay/src/melee/ft/ftCo_800C7CA0.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_07C1.c	src/melee_core/gameplay/src/melee/ft/ft_07C1.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_07C6.c	src/melee_core/gameplay/src/melee/ft/ft_07C6.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_0819.c	src/melee_core/gameplay/src/melee/ft/ft_0819.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_081B.c	src/melee_core/gameplay/src/melee/ft/ft_081B.c	Matching	0001-hosted-c-compatibility.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0001-hosted-c-compatibility.patch
src/melee/ft/ft_084E.c	src/melee_core/gameplay/src/melee/ft/ft_084E.c	Matching	0003-ppc-source-exactness.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0003-ppc-source-exactness.patch
src/melee/ft/ft_0852.c	src/melee_core/gameplay/src/melee/ft/ft_0852.c	NonMatching	0002-headless-fox-fd-runtime.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0002-headless-fox-fd-runtime.patch
src/melee/ft/ft_0877.c	src/melee_core/gameplay/src/melee/ft/ft_0877.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_0881.c	src/melee_core/gameplay/src/melee/ft/ft_0881.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_0892.c	src/melee_core/gameplay/src/melee/ft/ft_0892.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_0899.c	src/melee_core/gameplay/src/melee/ft/ft_0899.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_08A1.c	src/melee_core/gameplay/src/melee/ft/ft_08A1.c	Matching	0002-headless-fox-fd-runtime.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0002-headless-fox-fd-runtime.patch
src/melee/ft/ft_0BF0.c	src/melee_core/gameplay/src/melee/ft/ft_0BF0.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_0C31.c	src/melee_core/gameplay/src/melee/ft/ft_0C31.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_0C88.c	src/melee_core/gameplay/src/melee/ft/ft_0C88.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_0C8C.c	src/melee_core/gameplay/src/melee/ft/ft_0C8C.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_0CDD.c	src/melee_core/gameplay/src/melee/ft/ft_0CDD.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_0CDF.c	src/melee_core/gameplay/src/melee/ft/ft_0CDF.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_0CE3.c	src/melee_core/gameplay/src/melee/ft/ft_0CE3.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_0D27.c	src/melee_core/gameplay/src/melee/ft/ft_0D27.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_0D31.c	src/melee_core/gameplay/src/melee/ft/ft_0D31.c	Matching	0002-headless-fox-fd-runtime.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0002-headless-fox-fd-runtime.patch
src/melee/ft/ft_0D4D.c	src/melee_core/gameplay/src/melee/ft/ft_0D4D.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_0DF0.c	src/melee_core/gameplay/src/melee/ft/ft_0DF0.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ft_0DF1.c	src/melee_core/gameplay/src/melee/ft/ft_0DF1.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftaction.c	src/melee_core/gameplay/src/melee/ft/ftaction.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftafterimage.c	src/melee_core/gameplay/src/melee/ft/ftafterimage.c	NonMatching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftanim.c	src/melee_core/gameplay/src/melee/ft/ftanim.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftattacks4combo.c	src/melee_core/gameplay/src/melee/ft/ftattacks4combo.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftchangeparam.c	src/melee_core/gameplay/src/melee/ft/ftchangeparam.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftcliffcommon.c	src/melee_core/gameplay/src/melee/ft/ftcliffcommon.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftcolanim.c	src/melee_core/gameplay/src/melee/ft/ftcolanim.c	Matching	0001-hosted-c-compatibility.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0001-hosted-c-compatibility.patch
src/melee/ft/ftcoll.c	src/melee_core/gameplay/src/melee/ft/ftcoll.c	NonMatching	0003-ppc-source-exactness.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0003-ppc-source-exactness.patch
src/melee/ft/ftcommon.c	src/melee_core/gameplay/src/melee/ft/ftcommon.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftdata.c	src/melee_core/gameplay/src/melee/ft/ftdata.c	Matching	0002-headless-fox-fd-runtime.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0002-headless-fox-fd-runtime.patch
src/melee/ft/ftdevice.c	src/melee_core/gameplay/src/melee/ft/ftdevice.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftdynamics.c	src/melee_core/gameplay/src/melee/ft/ftdynamics.c	NonMatching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftlib.c	src/melee_core/gameplay/src/melee/ft/ftlib.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftmaterial.c	src/melee_core/gameplay/src/melee/ft/ftmaterial.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftmetal.c	src/melee_core/gameplay/src/melee/ft/ftmetal.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftmotionstates.c	src/melee_core/gameplay/src/melee/ft/ftmotionstates.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftparts.c	src/melee_core/gameplay/src/melee/ft/ftparts.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftswing.c	src/melee_core/gameplay/src/melee/ft/ftswing.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftwaitanim.c	src/melee_core/gameplay/src/melee/ft/ftwaitanim.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftwalkcommon.c	src/melee_core/gameplay/src/melee/ft/ftwalkcommon.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/ft/ftwalljump.c	src/melee_core/gameplay/src/melee/ft/ftwalljump.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/gm/gm_16F1.c	src/melee_core/gameplay/src/melee/gm/gm_16F1.c	NonMatching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/gr/granime.c	src/melee_core/gameplay/src/melee/gr/granime.c	NonMatching	0039-hosted-stage-animation-search.patch	compiled directly from canonical source by src/melee_core/Makefile; PPC setjmp early-exit adapted to a read-only hosted traversal by historical patch 0039-hosted-stage-animation-search.patch
src/melee/gr/grbattle.c	src/melee_core/gameplay/src/melee/gr/grbattle.c	Matching	0038-stage-headless-ownership.patch	compiled directly from canonical source by src/melee_core/Makefile; renderer/item-generator setup excluded by historical patch 0038-stage-headless-ownership.patch
src/melee/gr/grdatfiles.c	src/melee_core/gameplay/src/melee/gr/grdatfiles.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/gr/grdynamicattr.c	src/melee_core/gameplay/src/melee/gr/grdynamicattr.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/gr/grlib.c	src/melee_core/gameplay/src/melee/gr/grlib.c	Matching	0040-stage-presentation-particles.patch	compiled directly from canonical source by src/melee_core/Makefile; particle-generator presentation and unsupported-stage branches excluded by historical patch 0040-stage-presentation-particles.patch
src/melee/gr/grmaterial.c	src/melee_core/gameplay/src/melee/gr/grmaterial.c	NonMatching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/gr/ground.c	src/melee_core/gameplay/src/melee/gr/ground.c	NonMatching	0001-hosted-c-compatibility.patch,0037-falco-battlefield-stadium.patch,0038-stage-headless-ownership.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0001-hosted-c-compatibility.patch, historical patch 0037-falco-battlefield-stadium.patch, and historical patch 0038-stage-headless-ownership.patch
src/melee/gr/grizumi.c	src/melee_core/gameplay/src/melee/gr/grizumi.c	NonMatching	remaining-stage-source-packet	compiled canonical Fountain of Dreams owner; headless reflection exclusion, Slippi platform publication, and hosted gp+0xDC union spelling are recorded in the delta ledger
src/melee/gr/groldpupupu.c	src/melee_core/gameplay/src/melee/gr/groldpupupu.c	NonMatching	remaining-stage-source-packet	compiled canonical Dream Land owner; headless presentation exclusion and recorded Whispy publication are recorded in the delta ledger
src/melee/gr/grpstadium.c	src/melee_core/gameplay/src/melee/gr/grpstadium.c	NonMatching	0037-falco-battlefield-stadium.patch,0038-stage-headless-ownership.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0037-falco-battlefield-stadium.patch and historical patch 0038-stage-headless-ownership.patch
src/melee/gr/grstory.c	src/melee_core/gameplay/src/melee/gr/grstory.c	NonMatching	remaining-stage-source-packet	compiled canonical Yoshi's Story stage and Randall owner with presentation-only particle/audio exclusions
src/melee/gr/grzakogenerator.c	src/melee_core/gameplay/src/melee/gr/grzakogenerator.c	NonMatching	remaining-stage-source-packet	compiled canonical stage ambient-actor generator owner
src/melee/it/it_26B1.c	src/melee_core/gameplay/src/melee/it/it_26B1.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/it/it_2725.c	src/melee_core/gameplay/src/melee/it/it_2725.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/it/itanimlist.c	src/melee_core/gameplay/src/melee/it/itanimlist.c	Matching	0044-portable-item-command-halfwords.patch	compiled source owner; native reads authored PPC item-command halfwords explicitly while PPC retains the source direct view
src/melee/it/itcoll.c	src/melee_core/gameplay/src/melee/it/itcoll.c	NonMatching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/it/iteffect.c	src/melee_core/gameplay/src/melee/it/iteffect.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/it/item.c	src/melee_core/gameplay/src/melee/it/item.c	Matching	0002-headless-fox-fd-runtime.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0002-headless-fox-fd-runtime.patch
src/melee/it/items/itfoods.c	src/melee_core/gameplay/src/melee/it/items/itfoods.c	Matching	remaining-stage-source-packet	compiled canonical stage-item dependency; random-item spawn gate remains source-disabled by supported rules
src/melee/it/items/itfoxblaster.c	src/melee_core/gameplay/src/melee/it/items/itfoxblaster.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/it/items/itfoxillusion.c	src/melee_core/gameplay/src/melee/it/items/itfoxillusion.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/it/items/itfoxlaser.c	src/melee_core/gameplay/src/melee/it/items/itfoxlaser.c	Matching	0001-hosted-c-compatibility.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0001-hosted-c-compatibility.patch
src/melee/it/items/itfreeze.c	src/melee_core/gameplay/src/melee/it/items/itfreeze.c	Matching	remaining-stage-source-packet	compiled canonical Heiho freeze-item dependency
src/melee/it/items/itheiho.c	src/melee_core/gameplay/src/melee/it/items/itheiho.c	Matching	remaining-stage-source-packet	compiled canonical Yoshi's Story Shy Guy item owner
src/melee/it/itgroundcoll.c	src/melee_core/gameplay/src/melee/it/itgroundcoll.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/it/ithitbox.c	src/melee_core/gameplay/src/melee/it/ithitbox.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/it/itmaplib.c	src/melee_core/gameplay/src/melee/it/itmaplib.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/it/itzako.c	src/melee_core/gameplay/src/melee/it/itzako.c	NonMatching	remaining-stage-source-packet	compiled canonical ambient stage-item owner; result-screen bookkeeping is explicitly excluded headlessly
src/melee/lb/lb_00B0.c	src/melee_core/gameplay/src/melee/lb/lb_00B0.c	Matching	0046-guard-pose-float-exactness.patch	compiled directly from canonical source by src/melee_core/Makefile; hosted retail guard-pose blending from historical patch 0046
src/melee/lb/lb_00CE.c	src/melee_core/gameplay/src/melee/lb/lb_00CE.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/lb/lbanim.c	src/melee_core/gameplay/src/melee/lb/lbanim.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/lb/lbarchive.c	src/melee_core/gameplay/src/melee/lb/lbarchive.c	Matching	0001-hosted-c-compatibility.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0001-hosted-c-compatibility.patch
src/melee/lb/lbcollision.c	src/melee_core/gameplay/src/melee/lb/lbcollision.c	NonMatching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/lb/lbcommand.c	src/melee_core/gameplay/src/melee/lb/lbcommand.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/lb/lbspdisplay.c	src/melee_core/gameplay/src/melee/lb/lbspdisplay.c	NonMatching	0001-hosted-c-compatibility.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0001-hosted-c-compatibility.patch
src/melee/lb/lbvector.c	src/melee_core/gameplay/src/melee/lb/lbvector.c	Matching	0001-hosted-c-compatibility.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0001-hosted-c-compatibility.patch
src/melee/mp/mpcoll.c	src/melee_core/gameplay/src/melee/mp/mpcoll.c	NonMatching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/mp/mpisland.c	src/melee_core/gameplay/src/melee/mp/mpisland.c	NonMatching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/mp/mplib.c	src/melee_core/gameplay/src/melee/mp/mplib.c	NonMatching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/pl/pl_040D.c	src/melee_core/gameplay/src/melee/pl/pl_040D.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/pl/plattack.c	src/melee_core/gameplay/src/melee/pl/plattack.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/pl/player.c	src/melee_core/gameplay/src/melee/pl/player.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/pl/plbonus.c	src/melee_core/gameplay/src/melee/pl/plbonus.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/pl/plbonuslib.c	src/melee_core/gameplay/src/melee/pl/plbonuslib.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/pl/plstale.c	src/melee_core/gameplay/src/melee/pl/plstale.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/melee/pl/pltrick.c	src/melee_core/gameplay/src/melee/pl/pltrick.c	NonMatching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/aobj.c	src/melee_core/gameplay/src/sysdolphin/baselib/aobj.c	Matching	0001-hosted-c-compatibility.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0001-hosted-c-compatibility.patch
src/sysdolphin/baselib/archive.c	src/melee_core/gameplay/src/sysdolphin/baselib/archive.c	Matching	0001-hosted-c-compatibility.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0001-hosted-c-compatibility.patch
src/sysdolphin/baselib/class.c	src/melee_core/gameplay/src/sysdolphin/baselib/class.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/dobj.c	src/melee_core/gameplay/src/sysdolphin/baselib/dobj.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/fobj.c	src/melee_core/gameplay/src/sysdolphin/baselib/fobj.c	Matching	0003-ppc-source-exactness.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0003-ppc-source-exactness.patch
src/sysdolphin/baselib/gobj.c	src/melee_core/gameplay/src/sysdolphin/baselib/gobj.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/gobjgxlink.c	src/melee_core/gameplay/src/sysdolphin/baselib/gobjgxlink.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/gobjinit.c	src/melee_core/gameplay/src/sysdolphin/baselib/gobjinit.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/gobjobject.c	src/melee_core/gameplay/src/sysdolphin/baselib/gobjobject.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/gobjplink.c	src/melee_core/gameplay/src/sysdolphin/baselib/gobjplink.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/gobjproc.c	src/melee_core/gameplay/src/sysdolphin/baselib/gobjproc.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/gobjuserdata.c	src/melee_core/gameplay/src/sysdolphin/baselib/gobjuserdata.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/hash.c	src/melee_core/gameplay/src/sysdolphin/baselib/hash.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/id.c	src/melee_core/gameplay/src/sysdolphin/baselib/id.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/jobj.c	src/melee_core/gameplay/src/sysdolphin/baselib/jobj.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/list.c	src/melee_core/gameplay/src/sysdolphin/baselib/list.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/mobj.c	src/melee_core/gameplay/src/sysdolphin/baselib/mobj.c	Matching	0002-headless-fox-fd-runtime.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0002-headless-fox-fd-runtime.patch
src/sysdolphin/baselib/mtx.c	src/melee_core/gameplay/src/sysdolphin/baselib/mtx.c	Matching	0003-ppc-source-exactness.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0003-ppc-source-exactness.patch
src/sysdolphin/baselib/objalloc.c	src/melee_core/gameplay/src/sysdolphin/baselib/objalloc.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/object.c	src/melee_core/gameplay/src/sysdolphin/baselib/object.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/pobj.c	src/melee_core/gameplay/src/sysdolphin/baselib/pobj.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/quatlib.c	src/melee_core/gameplay/src/sysdolphin/baselib/quatlib.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/random.c	src/melee_core/gameplay/src/sysdolphin/baselib/random.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/robj.c	src/melee_core/gameplay/src/sysdolphin/baselib/robj.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/spline.c	src/melee_core/gameplay/src/sysdolphin/baselib/spline.c	Matching	0003-ppc-source-exactness.patch	compiled directly from canonical source by src/melee_core/Makefile; adapted by historical patch 0003-ppc-source-exactness.patch
src/sysdolphin/baselib/state.c	src/melee_core/gameplay/src/sysdolphin/baselib/state.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/tev.c	src/melee_core/gameplay/src/sysdolphin/baselib/tev.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/texp.c	src/melee_core/gameplay/src/sysdolphin/baselib/texp.c	NonMatching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/texpdag.c	src/melee_core/gameplay/src/sysdolphin/baselib/texpdag.c	NonMatching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/tobj.c	src/melee_core/gameplay/src/sysdolphin/baselib/tobj.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/util.c	src/melee_core/gameplay/src/sysdolphin/baselib/util.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
src/sysdolphin/baselib/wobj.c	src/melee_core/gameplay/src/sysdolphin/baselib/wobj.c	Matching	none	compiled directly from canonical source by src/melee_core/Makefile
